File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\textpage.cc,Textpage::characters() const,5,5,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\textpage.cc,Textpage::print( const Control & control ) const,4,4,2,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\textpage.cc,Textpage::xprint( const Control & control ) const,13,11,8,2,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,error( const char * const msg ),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,"good_reference( const Rectangle & r1, const Rectangle & r2, int & val, const int mean_height, const int mean_width )",19,19,7,6,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,"set_l( const std::vector< Rectangle > & rectangle_vector, const int mean_height, const int mean_width )",12,12,8,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,"set_r( const std::vector< Rectangle > & rectangle_vector, const int mean_height, const int mean_width )",12,12,8,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,set_partial_track( const std::vector< Rectangle > & rectangle_vector ),40,34,24,7,4,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,"Vrhomboid::Vrhomboid( const int l, const int lc, const int r, const int rc, const int h )",9,9,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Vrhomboid::left( const int l ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Vrhomboid::right( const int r ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Vrhomboid::height( const int h ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Vrhomboid::extend_left( const int l ),4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Vrhomboid::extend_right( const int r ),4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Vrhomboid::vcenter( const int col ) const,5,5,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Vrhomboid::includes( const Rectangle & r ) const,6,6,6,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,"Vrhomboid::includes( const int row, const int col ) const",4,4,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Track::set_track( const std::vector< Rectangle > & rectangle_vector ),42,39,26,9,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Track::bottom( const int col ) const,7,7,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Track::top( const int col ) const,7,7,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Track::vcenter( const int col ) const,7,7,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,Track::includes( const Rectangle & r ) const,17,17,12,8,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\track.cc,"Track::includes( const int row, const int col ) const",17,17,12,8,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::base_letter( const int code ),64,64,23,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,"UCS::compose( const int letter, const int accent )",62,62,53,33,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::isalnum( const int code ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::isalpha( const int code ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::isdigit( const int code ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::ishigh( const int code ),9,9,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::islower( const int code ),4,4,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::islower_ambiguous( const int code ),12,12,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::islower_small( const int code ),9,9,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::islower_small_ambiguous( const int code ),8,8,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::isspace( const int code ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::isupper( const int code ),4,4,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::isvowel( int code ),6,6,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::map_to_byte( const int code ),18,18,16,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::ucs_to_utf8( const int code ),19,16,15,5,3,8,0,16,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::to_nearest_digit( const int code ),27,27,12,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::to_nearest_letter( const int code ),14,14,12,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\ucs.cc,UCS::toupper( const int code ),34,34,32,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator+( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator-( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator*( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator==( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator!=( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator<( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator<=( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator>( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\dom-to-image\bower_components\ocrad-bower\ocrad-0.23-pre1\rational.h,"operator>=( const int n, const Rational & r )",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,Nothing(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,Just(const T& t),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_create(nauv_key_t *key),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_delete(nauv_key_t *key),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_get(nauv_key_t *key),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"nauv_key_set(nauv_key_t *key, void *value)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_create(nauv_key_t* key),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_delete(nauv_key_t* key),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_get(nauv_key_t* key),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"nauv_key_set(nauv_key_t* key, void* value)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_create(nauv_key_t* key),5,5,4,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_delete(nauv_key_t* key),4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,nauv_key_get(nauv_key_t* key),6,6,4,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"nauv_key_set(nauv_key_t* key, void* value)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetCurrentEventLoop(),8,8,3,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,SetCounterFunction(v8::CounterLookupCallback cb),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,SetCreateHistogramFunction(v8::CreateHistogramCallback cb),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,SetAddHistogramSampleFunction(v8::AddHistogramSampleCallback cb),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,IdleNotification(int idle_time_in_ms),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,IdleNotification(int idle_time_in_ms),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,LowMemoryNotification(),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,ContextDisposedNotification(),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,SetCounterFunction(v8::CounterLookupCallback cb),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,SetCreateHistogramFunction(v8::CreateHistogramCallback cb),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,SetAddHistogramSampleFunction(v8::AddHistogramSampleCallback cb),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,IdleNotification(int idle_time_in_ms),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,LowMemoryNotification(),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,ContextDisposedNotification(),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,Undefined(),7,7,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,Null(),7,7,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,True(),7,7,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,False(),7,7,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,EmptyString(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,AdjustExternalMemory(int bc),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetTemplate( v8::Local<v8::Template> templ , const char *name , v8::Local<v8::Data> value)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetTemplate( v8::Local<v8::Template> templ , v8::Local<v8::String> name , v8::Local<v8::Data> value , v8::PropertyAttribute attributes)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetCurrentContext(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"GetInternalFieldPointer( v8::Local<v8::Object> object , int index)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetInternalFieldPointer( v8::Local<v8::Object> object , int index , void* value)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"AddGCEpilogueCallback( GCEpilogueCallback callback , v8::GCType gc_type_filter = v8::kGCTypeAll)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RemoveGCEpilogueCallback( GCEpilogueCallback callback),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"AddGCPrologueCallback( GCPrologueCallback callback , v8::GCType gc_type_filter = v8::kGCTypeAll)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RemoveGCPrologueCallback( GCPrologueCallback callback),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetHeapStatistics( v8::HeapStatistics *heap_statistics),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,NAME(const char *msg),3,3,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,NAME(v8::Local<v8::String> msg),2,2,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,ThrowError(v8::Local<v8::Value> error),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NewBuffer( char *data , size_t length #if NODE_MODULE_VERSION > IOJS_2_0_MODULE_VERSION , node::Buffer::FreeCallback callback #else , node::smalloc::FreeCallback callback #endif , void *hint )",11,9,4,2,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"CopyBuffer( const char *data , uint32_t size )",10,8,4,2,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,NewBuffer(uint32_t size),10,8,4,2,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NewBuffer( char* data , uint32_t size )",9,7,4,2,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NewOneByteString(const uint8_t * value, int length = -1)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"CompileScript( v8::Local<v8::String> s , const v8::ScriptOrigin& origin )",7,7,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,CompileScript( v8::Local<v8::String> s ),7,7,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RunScript( v8::Local<UnboundScript> script ),6,6,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RunScript( v8::Local<BoundScript> script ),5,5,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NewOneByteString(const uint8_t * value, int length = -1)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"CompileScript( v8::Local<v8::String> s , const v8::ScriptOrigin& origin )",3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,CompileScript( v8::Local<v8::String> s ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RunScript( v8::Local<UnboundScript> script ),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RunScript( v8::Local<BoundScript> script ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"MakeCallback( v8::Local<v8::Object> target , v8::Local<v8::Function> func , int argc , v8::Local<v8::Value>* argv)",15,15,6,3,0,2,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"MakeCallback( v8::Local<v8::Object> target , v8::Local<v8::String> symbol , int argc , v8::Local<v8::Value>* argv)",15,15,6,3,0,2,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"MakeCallback( v8::Local<v8::Object> target , const char* method , int argc , v8::Local<v8::Value>* argv)",15,15,6,3,0,2,0,6,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,FatalException(const TryCatch& try_catch),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"ErrnoException( int errorno , const char* syscall = NULL , const char* message = NULL , const char* path = NULL)",3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NanErrnoException( int errorno , const char* syscall = NULL , const char* message = NULL , const char* path = NULL)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetIsolateData( v8::Isolate *isolate , T *data )",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetIsolateData( v8::Isolate *isolate ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,Undefined(),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,Null(),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,True(),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,False(),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,EmptyString(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,AdjustExternalMemory(int bc),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetTemplate( v8::Local<v8::Template> templ , const char *name , v8::Local<v8::Data> value)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetTemplate( v8::Local<v8::Template> templ , v8::Local<v8::String> name , v8::Local<v8::Data> value , v8::PropertyAttribute attributes)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetCurrentContext(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"GetInternalFieldPointer( v8::Local<v8::Object> object , int index)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetInternalFieldPointer( v8::Local<v8::Object> object , int index , void* value)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"AddGCEpilogueCallback( v8::GCEpilogueCallback callback , v8::GCType gc_type_filter = v8::kGCTypeAll)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RemoveGCEpilogueCallback( v8::GCEpilogueCallback callback),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"AddGCPrologueCallback( v8::GCPrologueCallback callback , v8::GCType gc_type_filter = v8::kGCTypeAll)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RemoveGCPrologueCallback( v8::GCPrologueCallback callback),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetHeapStatistics( v8::HeapStatistics *heap_statistics),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,NAME(const char *msg),3,3,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,NAME(v8::Local<v8::String> msg),2,2,1,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,ThrowError(v8::Local<v8::Value> error),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NewBuffer( char *data , size_t length , node::Buffer::free_callback callback , void *hint )",7,5,4,1,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"CopyBuffer( const char *data , uint32_t size )",11,9,5,2,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,NewBuffer(uint32_t size),6,4,4,1,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"FreeData(char *data, void *hint)",3,3,3,0,0,1,0,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NewBuffer( char* data , uint32_t size )",7,5,4,1,0,0,2,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"widenString(std::vector<uint16_t> *ws, const uint8_t *s, int l)",8,8,7,1,0,1,0,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NewOneByteString(const uint8_t * value, int length = -1)",5,5,4,1,0,1,0,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"CompileScript( v8::Local<v8::String> s , const v8::ScriptOrigin& origin )",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,CompileScript( v8::Local<v8::String> s ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,RunScript(v8::Local<v8::Script> script),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"MakeCallback( v8::Local<v8::Object> target , v8::Local<v8::Function> func , int argc , v8::Local<v8::Value>* argv)",3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"MakeCallback( v8::Local<v8::Object> target , v8::Local<v8::String> symbol , int argc , v8::Local<v8::Value>* argv)",3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"MakeCallback( v8::Local<v8::Object> target , const char* method , int argc , v8::Local<v8::Value>* argv)",3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,FatalException(const TryCatch& try_catch),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"ErrnoException( int errorno , const char* syscall = NULL , const char* message = NULL , const char* path = NULL)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"NanErrnoException( int errorno , const char* syscall = NULL , const char* message = NULL , const char* path = NULL)",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"SetIsolateData( v8::Isolate *isolate , T *data )",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,GetIsolateData( v8::Isolate *isolate ),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"Call( const Nan::Callback& callback , v8::Local<v8::Object> recv , int argc , v8::Local<v8::Value> argv[])",2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"Call( const Nan::Callback& callback , int argc , v8::Local<v8::Value> argv[])",13,13,6,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"Call( v8::Local<v8::String> symbol , v8::Local<v8::Object> recv , int argc , v8::Local<v8::Value> argv[])",8,8,6,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,"Call( const char* method , v8::Local<v8::Object> recv , int argc , v8::Local<v8::Value> argv[])",6,6,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,AsyncExecute(uv_work_t* req),3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,AsyncExecuteComplete(uv_work_t* req),4,4,4,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\nan\nan.h,AsyncQueueWorker(AsyncWorker* worker),7,7,2,0,0,0,0,0,
