File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::rbracket(List_Ptr list),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(List_Ptr list),85,74,43,14,6,1,5,42,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Binary_Expression_Ptr expr),34,33,20,7,1,1,0,3,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Unary_Expression_Ptr expr),5,5,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Function_Call_Ptr call),3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Function_Call_Schema_Ptr call),3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Variable_Ptr var),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Number_Ptr n),85,51,40,7,12,0,22,129,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,cap_channel(double c),4,4,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Color_Ptr c),88,67,55,12,10,0,11,82,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Boolean_Ptr b),3,2,2,0,0,0,1,4,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(String_Schema_Ptr ss),8,6,5,3,0,0,2,14,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(String_Constant_Ptr s),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(String_Quoted_Ptr s),6,6,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Custom_Error_Ptr e),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Custom_Warning_Ptr w),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Supports_Operator_Ptr so),19,16,15,5,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Supports_Negation_Ptr sn),6,6,6,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Supports_Declaration_Ptr sd),6,6,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Supports_Interpolation_Ptr sd),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Media_Query_Ptr mq),14,14,11,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Media_Query_Expression_Ptr mqe),13,13,10,2,0,1,0,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(At_Root_Query_Ptr ae),10,10,8,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Function_Ptr f),5,5,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Null_Ptr n),3,2,2,0,0,0,1,4,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Parameter_Ptr p),9,9,7,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Parameters_Ptr p),10,10,8,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Argument_Ptr a),19,18,14,6,0,0,1,7,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Arguments_Ptr a),11,10,8,2,0,1,1,4,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Selector_Schema_Ptr s),4,4,4,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Parent_Selector_Ptr p),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Placeholder_Selector_Ptr s),5,4,4,2,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Element_Selector_Ptr s),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Class_Selector_Ptr s),4,4,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Id_Selector_Ptr s),4,4,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Attribute_Selector_Ptr s),16,16,13,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Pseudo_Selector_Ptr s),7,7,6,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Wrapped_Selector_Ptr s),15,15,14,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Compound_Selector_Ptr s),9,9,6,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Complex_Selector_Ptr c),61,57,45,21,4,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::operator()(Selector_List_Ptr g),47,36,24,9,7,0,4,14,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\inspect.cpp,Inspect::fallback_impl(AST_Node_Ptr n),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_strdup(const char *str),6,6,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,sb_init(SB *sb),6,6,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"sb_grow(SB *sb, int need)",13,11,10,1,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"sb_put(SB *sb, const char *bytes, int count)",4,4,4,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"sb_puts(SB *sb, const char *str)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,sb_finish(SB *sb),4,4,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,sb_free(SB *sb),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,utf8_validate_cz(const char *s),51,35,24,27,8,6,8,65,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,utf8_validate(const char *s),10,8,6,4,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"utf8_read_char(const char *s, uint32_t *out)",28,22,15,5,2,0,4,16,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"utf8_write_char(uint32_t unicode, char *out)",28,22,21,5,2,0,4,8,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"from_surrogate_pair(uint16_t uc, uint16_t lc, uint32_t *unicode)",7,7,6,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"to_surrogate_pair(uint32_t unicode, uint16_t *uc, uint16_t *lc)",8,6,6,0,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_decode(const char *json),15,12,10,5,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_encode(const JsonNode *node),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_encode_string(const char *str),13,11,9,1,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_stringify(const JsonNode *node, const char *space)",16,14,10,2,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_delete(JsonNode *node),23,21,14,5,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_validate(const char *json),12,9,7,5,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_find_element(JsonNode *array, int index)",14,11,8,5,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_find_member(JsonNode *object, const char *name)",11,8,5,5,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_first_child(const JsonNode *node),4,4,3,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,mknode(JsonTag tag),6,6,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_mknull(void),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_mkbool(bool b),4,4,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,mkstring(char *s),4,4,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_mkstring(const char *s),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_mknumber(double n),4,4,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_mkarray(void),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_mkobject(void),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"append_node(JsonNode *parent, JsonNode *child)",12,11,8,2,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"prepend_node(JsonNode *parent, JsonNode *child)",12,11,8,2,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"append_member(JsonNode *object, char *key, JsonNode *value)",5,5,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_append_element(JsonNode *array, JsonNode *element)",7,6,5,1,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_prepend_element(JsonNode *array, JsonNode *element)",5,4,4,0,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_append_member(JsonNode *object, const char *key, JsonNode *value)",7,6,5,1,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_prepend_member(JsonNode *object, const char *key, JsonNode *value)",8,7,6,1,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,json_remove_from_parent(JsonNode *node),22,18,12,4,4,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"parse_value(const char **sp, JsonNode **out)",167,140,94,50,27,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"parse_string(const char **sp, char **out)",112,89,64,24,12,3,11,74,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,is_space(const char *c),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,is_digit(const char *c),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"parse_number(const char **sp, double *out)",45,35,26,13,6,0,4,13,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,skip_space(const char **sp),5,5,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_value(SB *out, const JsonNode *node)",24,24,16,7,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_value_indented(SB *out, const JsonNode *node, const char *space, int indent_level)",24,24,16,7,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_array(SB *out, const JsonNode *array)",10,9,7,1,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_array_indented(SB *out, const JsonNode *array, const char *space, int indent_level)",21,18,14,4,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_object(SB *out, const JsonNode *object)",12,11,10,1,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_object_indented(SB *out, const JsonNode *object, const char *space, int indent_level)",22,19,15,4,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_string(SB *out, const char *str)",123,90,73,15,12,0,21,109,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"emit_number(SB *out, double num)",14,7,5,1,1,0,6,34,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,tag_is_valid(unsigned int tag),2,2,2,1,0,1,0,5,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,number_is_valid(const char *num),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"expect_literal(const char **sp, const char *str)",9,7,5,4,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"parse_hex16(const char **sp, uint16_t *out)",26,23,17,5,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"write_hex16(char *out, uint16_t val)",9,7,7,1,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\json.cpp,"json_check(const JsonNode *node, char errmsg[256])",67,55,30,24,12,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_at(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_dot(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_comma(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_colon(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_star(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_plus(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_minus(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,kwd_slash(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_alpha(const char& chr),3,3,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_space(const char& chr),3,2,2,1,0,0,1,5,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_digit(const char& chr),3,2,2,1,0,0,1,5,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_number(const char& chr),3,2,2,1,0,0,1,5,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_xdigit(const char& chr),5,4,2,1,0,0,1,5,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_punct(const char& chr),3,2,2,1,0,0,1,2,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_alnum(const char& chr),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_unicode(const char& chr),3,2,2,1,0,0,1,4,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_nonascii(const char& chr),7,7,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_uri_character(const char& chr),4,4,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_escapable_character(const char& chr),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,is_character(const char& chr),3,2,2,1,0,0,1,8,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,space(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,alpha(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,unicode(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,nonascii(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,digit(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,xdigit(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,alnum(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,punct(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,hyphen(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,character(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,uri_character(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,escapable_character(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,spaces(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,digits(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,hyphens(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,no_spaces(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,optional_spaces(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,any_char(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,word_boundary(const char* src),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,re_linebreak(const char* src),7,4,4,3,0,0,3,20,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,end_of_line(const char* src),3,2,2,1,0,0,1,8,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\lexer.cpp,end_of_file(const char* src),3,2,2,1,0,0,1,8,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\listize.cpp,Listize::Listize(),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\listize.cpp,Listize::operator()(Selector_List_Ptr sel),9,9,8,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\listize.cpp,Listize::operator()(Compound_Selector_Ptr sel),7,7,6,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\listize.cpp,Listize::operator()(Complex_Selector_Ptr sel),40,38,25,12,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\listize.cpp,Listize::fallback_impl(AST_Node_Ptr n),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::createCombinator(const Complex_Selector::Combinator& combinator),3,3,3,1,0,1,0,2,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::createSelector(const Complex_Selector& pSelector),10,8,8,1,2,1,0,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::createCollection(),3,3,3,1,0,1,0,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::createCollection(const NodeDeque& values),3,3,3,1,0,1,0,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::createNil(),3,3,3,1,0,1,0,2,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,"Node::Node(const TYPE& type, Complex_Selector::Combinator combinator, Complex_Selector_Ptr pSelector, NodeDequePtr& pCollection)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::klone() const,12,11,9,3,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::contains(const Node& potentialChild) const,13,10,8,4,3,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::operator==(const Node& rhs) const,38,23,17,12,14,1,1,8,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::plus(Node& rhs),5,5,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,"operator<<(std::ostream& os, const Node& node)",38,24,20,5,14,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,complexSelectorToNode(Complex_Selector_Ptr pToConvert),45,34,26,13,8,0,3,18,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,nodeToComplexSelector(const Node& toConvert),57,39,33,13,12,0,6,73,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\node.cpp,Node::naiveTrim(Node& seqses),34,28,21,7,6,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"add(double x, double y)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"sub(double x, double y)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"mul(double x, double y)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"div(double x, double y)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"mod(double x, double y)",7,7,6,3,0,1,0,4,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"eq(Expression_Obj lhs, Expression_Obj rhs)",5,3,3,2,0,0,2,15,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"cmp(Expression_Obj lhs, Expression_Obj rhs, const Sass_OP op)",8,5,5,2,0,0,3,19,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"lt(Expression_Obj lhs, Expression_Obj rhs)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\operators.cpp,"neq(Expression_Obj lhs, Expression_Obj rhs)",1,1,1,0,0,0,0,0,
