File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\sass_values.hpp,83,67,63,0,15,0,1,3,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\source_map.hpp,63,47,26,0,16,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\subset_map.hpp,77,23,11,0,15,0,39,123,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\to_c.hpp,40,28,19,0,10,0,2,10,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\to_value.hpp,51,35,23,0,14,0,2,8,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\units.hpp,110,74,34,0,18,0,18,55,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\utf8_string.hpp,38,18,9,0,11,0,9,83,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\util.hpp,57,44,32,0,13,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\values.hpp,13,8,3,0,5,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\b64\cencode.h,33,17,11,0,10,1,6,31,6,29
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\b64\encode.h,80,55,32,4,15,2,10,33,7,30
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\memory\SharedPtr.cpp,114,96,51,16,14,1,4,20,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\memory\SharedPtr.hpp,206,168,115,26,21,0,17,63,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\utf8\checked.h,335,264,145,48,36,10,35,324,24,207
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\utf8\core.h,330,224,113,57,62,3,44,381,24,207
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\utf8\unchecked.h,236,184,104,33,24,9,28,257,24,207
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\test\test_node.cpp,95,54,32,4,36,0,5,37,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\test\test_paths.cpp,29,23,15,3,6,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\test\test_selector_difference.cpp,26,19,9,1,7,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\test\test_specificity.cpp,26,19,10,1,7,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\test\test_subset_map.cpp,473,345,310,12,86,0,42,245,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\test\test_superselector.cpp,70,57,33,1,13,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\test\test_unification.cpp,32,25,16,1,7,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\boolean.cpp,74,58,42,10,16,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\color.cpp,128,99,68,28,29,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\error.cpp,25,18,10,4,7,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\factory.cpp,73,60,32,14,13,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\list.cpp,102,77,53,24,25,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\map.cpp,119,90,63,30,29,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\null.cpp,58,45,32,7,13,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\number.cpp,76,57,38,16,19,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\string.cpp,49,37,24,9,12,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\boolean.h,32,23,13,0,9,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\color.h,35,28,15,0,7,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\error.h,20,15,7,0,5,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\factory.h,21,15,6,0,4,0,2,20,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\list.h,26,20,12,0,6,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\map.h,26,20,12,0,6,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\null.h,30,21,12,0,9,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\number.h,26,19,11,0,7,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\sass_value_wrapper.h,102,80,51,11,18,0,4,31,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\string.h,23,17,9,0,6,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\sass_types\value.h,43,29,15,2,13,0,1,11,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\selenium-webdriver\lib\test\data\Page.aspx.cs,23,19,13,1,3,0,1,19,0,0
C:\Users\Vivek\Documents\erp_ionic\node_modules\selenium-webdriver\lib\test\data\Redirect.aspx.cs,10,8,4,0,2,0,0,0,0,0
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\android\PrintAdapter.java,132,72,45,2,22,0,38,203,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\android\PrintContent.java,223,128,63,15,21,0,74,379,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\android\Printer.java,149,67,43,2,16,0,66,368,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\android\PrintIO.java,288,139,89,18,38,0,111,534,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\android\PrintManager.java,371,202,130,21,49,0,120,633,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\android\PrintOptions.java,179,115,68,21,21,0,43,190,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\android\PrintProxy.java,85,42,22,0,9,0,34,172,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinter.h,35,7,4,0,8,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinterFont.h,36,7,5,0,9,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinterInfo.h,27,3,1,0,4,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinterItem.h,29,4,2,0,5,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinterLayout.h,33,6,4,0,7,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinterPaper.h,33,6,4,0,7,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinterRenderer.h,27,3,1,0,4,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\APPPrinterUnit.h,27,3,1,0,4,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\ios\UIPrintInteractionController+APPPrinter.h,29,4,2,0,5,0,20,117,20,117
C:\Users\Vivek\Documents\erp_ionic\plugins\cordova-plugin-printer\src\osx\APPPrinter.h,35,7,4,0,8,0,20,117,20,117
